Elapsed time,ECG,Abdomen_1,Abdomen_2,Abdomen_3,Abdomen_4,Abdomen_5
'0:08.948',0.264,-0.022,0,0.045,0.074,0.108
'0:08.949',0.268,-0.024,0.003,0.05,0.083,0.122
'0:08.950',0.276,-0.026,0.005,0.053,0.09,0.134
'0:08.951',0.279,-0.028,0.004,0.055,0.094,0.142
'0:08.952',0.28,-0.028,0.002,0.056,0.094,0.146
'0:08.953',0.282,-0.029,0,0.054,0.094,0.146
'0:08.954',0.281,-0.03,-0.005,0.051,0.09,0.142
'0:08.955',0.279,-0.031,-0.01,0.046,0.083,0.133
'0:08.956',0.275,-0.033,-0.015,0.039,0.074,0.121
'0:08.957',0.272,-0.033,-0.02,0.034,0.064,0.107
'0:08.958',0.276,-0.031,-0.024,0.028,0.054,0.091
'0:08.959',0.277,-0.029,-0.025,0.025,0.044,0.078
'0:08.960',0.277,-0.027,-0.026,0.021,0.038,0.066
'0:08.961',0.276,-0.026,-0.025,0.019,0.034,0.059
'0:08.962',0.276,-0.026,-0.025,0.018,0.031,0.056
'0:08.963',0.275,-0.026,-0.022,0.019,0.032,0.056
'0:08.964',0.276,-0.025,-0.018,0.023,0.037,0.06
'0:08.965',0.277,-0.024,-0.014,0.029,0.044,0.068
'0:08.966',0.277,-0.024,-0.008,0.035,0.053,0.078
'0:08.967',0.276,-0.024,-0.004,0.041,0.062,0.091
'0:08.968',0.27,-0.025,0,0.048,0.071,0.105
'0:08.969',0.263,-0.025,0.003,0.053,0.079,0.116
'0:08.970',0.261,-0.023,0.007,0.057,0.084,0.127
'0:08.971',0.256,-0.021,0.01,0.06,0.087,0.133
'0:08.972',0.251,-0.016,0.012,0.06,0.088,0.136
'0:08.973',0.243,-0.011,0.013,0.06,0.086,0.133
'0:08.974',0.239,-0.006,0.012,0.056,0.081,0.126
'0:08.975',0.244,-0.002,0.008,0.052,0.071,0.115
'0:08.976',0.244,0.001,0.004,0.044,0.06,0.098
'0:08.977',0.235,0.004,-0.001,0.036,0.046,0.08
'0:08.978',0.23,0.008,-0.005,0.029,0.033,0.06
'0:08.979',0.226,0.011,-0.008,0.022,0.022,0.042
'0:08.980',0.223,0.014,-0.01,0.018,0.013,0.027
'0:08.981',0.217,0.014,-0.011,0.014,0.006,0.016
'0:08.982',0.21,0.012,-0.012,0.011,0.001,0.009
'0:08.983',0.202,0.009,-0.012,0.01,-0.001,0.006
'0:08.984',0.195,0.003,-0.011,0.012,0.001,0.006
'0:08.985',0.183,-0.002,-0.007,0.014,0.006,0.01
'0:08.986',0.177,-0.008,-0.004,0.019,0.012,0.018
'0:08.987',0.177,-0.013,0,0.023,0.02,0.028
'0:08.988',0.171,-0.017,0.003,0.028,0.029,0.039
'0:08.989',0.162,-0.022,0.005,0.031,0.036,0.05
'0:08.990',0.153,-0.024,0.007,0.033,0.041,0.058
'0:08.991',0.146,-0.026,0.008,0.034,0.044,0.063
'0:08.992',0.147,-0.026,0.01,0.035,0.043,0.064
'0:08.993',0.142,-0.026,0.01,0.033,0.039,0.061
'0:08.994',0.132,-0.025,0.007,0.029,0.033,0.053
'0:08.995',0.128,-0.025,0.002,0.022,0.022,0.041
'0:08.996',0.122,-0.026,-0.004,0.012,0.011,0.026
'0:08.997',0.115,-0.026,-0.01,0.003,-0.002,0.008
'0:08.998',0.111,-0.024,-0.015,-0.006,-0.013,-0.008
'0:08.999',0.104,-0.022,-0.018,-0.012,-0.022,-0.022
'0:09.000',0.094,-0.02,-0.021,-0.016,-0.029,-0.034
'0:09.001',0.088,-0.017,-0.021,-0.019,-0.033,-0.042
'0:09.002',0.087,-0.016,-0.021,-0.02,-0.035,-0.047
'0:09.003',0.087,-0.015,-0.02,-0.02,-0.034,-0.049
'0:09.004',0.085,-0.013,-0.016,-0.017,-0.03,-0.047
'0:09.005',0.076,-0.011,-0.011,-0.011,-0.023,-0.041
'0:09.006',0.07,-0.009,-0.006,-0.004,-0.014,-0.031
'0:09.007',0.066,-0.008,0.001,0.003,-0.003,-0.02
'0:09.008',0.06,-0.008,0.006,0.01,0.006,-0.008
'0:09.009',0.055,-0.007,0.009,0.014,0.014,0.005
'0:09.010',0.052,-0.007,0.011,0.018,0.02,0.016
'0:09.011',0.045,-0.006,0.012,0.021,0.024,0.024
'0:09.012',0.037,-0.004,0.014,0.023,0.028,0.031
'0:09.013',0.033,0,0.015,0.023,0.027,0.032
'0:09.014',0.031,0.003,0.014,0.021,0.024,0.03
'0:09.015',0.026,0.006,0.011,0.016,0.018,0.023
'0:09.016',0.023,0.009,0.008,0.01,0.009,0.011
'0:09.017',0.02,0.01,0.004,0.003,-0.002,-0.004
'0:09.018',0.022,0.013,0.001,-0.003,-0.013,-0.02
'0:09.019',0.025,0.015,-0.002,-0.009,-0.022,-0.036
'0:09.020',0.021,0.017,-0.003,-0.013,-0.028,-0.049
'0:09.021',0.015,0.018,-0.005,-0.016,-0.032,-0.059
'0:09.022',0.01,0.018,-0.005,-0.017,-0.034,-0.065
'0:09.023',0.01,0.017,-0.004,-0.016,-0.032,-0.066
'0:09.024',0.005,0.017,-0.001,-0.014,-0.028,-0.062
'0:09.025',-0.006,0.018,0.004,-0.008,-0.019,-0.054
'0:09.026',-0.008,0.019,0.009,-0.001,-0.009,-0.042
'0:09.027',-0.006,0.018,0.014,0.005,0.002,-0.028
'0:09.028',-0.006,0.017,0.018,0.011,0.011,-0.014
'0:09.029',-0.007,0.015,0.02,0.015,0.021,0
'0:09.030',-0.009,0.014,0.021,0.018,0.026,0.011
'0:09.031',-0.006,0.015,0.022,0.021,0.029,0.017
'0:09.032',-0.003,0.016,0.023,0.023,0.03,0.021
'0:09.033',-0.005,0.019,0.024,0.023,0.029,0.018
'0:09.034',-0.007,0.02,0.022,0.02,0.023,0.012
'0:09.035',-0.006,0.021,0.017,0.013,0.015,0.002
'0:09.036',-0.005,0.021,0.012,0.005,0.004,-0.011
'0:09.037',-0.008,0.021,0.006,-0.006,-0.009,-0.026
'0:09.038',-0.01,0.021,0,-0.013,-0.019,-0.041
'0:09.039',-0.006,0.021,-0.004,-0.019,-0.028,-0.052
'0:09.040',-0.011,0.021,-0.006,-0.022,-0.032,-0.062
'0:09.041',-0.016,0.022,-0.006,-0.023,-0.034,-0.066
'0:09.042',-0.015,0.022,-0.005,-0.019,-0.031,-0.067
'0:09.043',-0.014,0.024,0,-0.013,-0.025,-0.063
'0:09.044',-0.013,0.027,0.008,-0.005,-0.015,-0.054
'0:09.045',-0.011,0.033,0.018,0.007,-0.003,-0.041
'0:09.046',-0.009,0.038,0.03,0.019,0.011,-0.025
'0:09.047',-0.005,0.041,0.04,0.03,0.026,-0.008
'0:09.048',-0.004,0.042,0.046,0.038,0.037,0.009
'0:09.049',-0.005,0.041,0.05,0.042,0.044,0.021
'0:09.050',-0.008,0.041,0.051,0.045,0.049,0.03
'0:09.051',-0.013,0.041,0.052,0.045,0.051,0.035
'0:09.052',-0.016,0.041,0.051,0.043,0.051,0.036
'0:09.053',-0.015,0.042,0.048,0.039,0.047,0.034
'0:09.054',-0.012,0.041,0.042,0.031,0.038,0.026
'0:09.055',-0.014,0.038,0.031,0.017,0.024,0.012
'0:09.056',-0.016,0.031,0.016,0,0.004,-0.006
'0:09.057',-0.017,0.022,-0.001,-0.02,-0.019,-0.028
'0:09.058',-0.017,0.013,-0.02,-0.04,-0.042,-0.052
'0:09.059',-0.021,0.002,-0.037,-0.059,-0.065,-0.074
'0:09.060',-0.024,-0.011,-0.056,-0.078,-0.086,-0.095
'0:09.061',-0.027,-0.024,-0.073,-0.096,-0.103,-0.112
'0:09.062',-0.026,-0.038,-0.091,-0.111,-0.118,-0.127
'0:09.063',-0.021,-0.051,-0.105,-0.123,-0.127,-0.136
'0:09.064',-0.022,-0.061,-0.115,-0.129,-0.131,-0.139
'0:09.065',-0.031,-0.067,-0.121,-0.13,-0.127,-0.135
'0:09.066',-0.035,-0.07,-0.12,-0.124,-0.118,-0.123
'0:09.067',-0.03,-0.07,-0.114,-0.112,-0.103,-0.105
'0:09.068',-0.031,-0.068,-0.105,-0.096,-0.083,-0.085
'0:09.069',-0.036,-0.063,-0.093,-0.078,-0.062,-0.062
'0:09.070',-0.036,-0.058,-0.078,-0.06,-0.042,-0.04
'0:09.071',-0.032,-0.048,-0.062,-0.042,-0.023,-0.021
'0:09.072',-0.027,-0.036,-0.046,-0.027,-0.008,-0.006
'0:09.073',-0.027,-0.025,-0.032,-0.014,0.002,0.003
'0:09.074',-0.032,-0.015,-0.022,-0.006,0.008,0.006
'0:09.075',-0.03,-0.008,-0.015,-0.003,0.008,0.005
'0:09.076',-0.03,-0.002,-0.011,-0.003,0.005,-0.002
'0:09.077',-0.031,0.003,-0.007,-0.004,-0.001,-0.011
'0:09.078',-0.026,0.009,-0.005,-0.003,-0.005,-0.02
'0:09.079',-0.023,0.015,0,-0.001,-0.008,-0.029
'0:09.080',-0.024,0.021,0.005,0.001,-0.009,-0.036
'0:09.081',-0.021,0.025,0.009,0.003,-0.009,-0.042
'0:09.082',-0.017,0.026,0.012,0.005,-0.009,-0.044
'0:09.083',-0.015,0.026,0.015,0.007,-0.007,-0.044
'0:09.084',-0.012,0.026,0.017,0.009,-0.004,-0.04
'0:09.085',-0.012,0.025,0.021,0.012,0.002,-0.033
'0:09.086',-0.01,0.023,0.025,0.015,0.008,-0.023
'0:09.087',-0.006,0.021,0.027,0.018,0.015,-0.011
'0:09.088',-0.007,0.019,0.028,0.02,0.021,0.002
'0:09.089',-0.008,0.016,0.027,0.021,0.025,0.012
'0:09.090',-0.005,0.013,0.027,0.021,0.028,0.02
'0:09.091',-0.004,0.013,0.026,0.02,0.028,0.026
'0:09.092',-0.006,0.012,0.025,0.019,0.028,0.028
'0:09.093',-0.01,0.012,0.022,0.017,0.025,0.026
'0:09.094',-0.016,0.011,0.019,0.012,0.019,0.021
'0:09.095',-0.016,0.009,0.012,0.006,0.01,0.012
'0:09.096',-0.011,0.006,0.006,-0.003,-0.001,0
'0:09.097',-0.011,0.004,-0.001,-0.01,-0.013,-0.015
'0:09.098',-0.016,0.003,-0.006,-0.017,-0.024,-0.029
'0:09.099',-0.02,0.004,-0.011,-0.023,-0.032,-0.041
'0:09.100',-0.02,0.004,-0.013,-0.026,-0.038,-0.051
'0:09.101',-0.022,0.006,-0.015,-0.027,-0.041,-0.056
'0:09.102',-0.03,0.008,-0.014,-0.026,-0.041,-0.058
'0:09.103',-0.037,0.009,-0.012,-0.024,-0.039,-0.056
'0:09.104',-0.037,0.011,-0.007,-0.019,-0.034,-0.05
'0:09.105',-0.041,0.013,-0.002,-0.013,-0.025,-0.04
'0:09.106',-0.042,0.014,0.005,-0.006,-0.015,-0.029
'0:09.107',-0.043,0.015,0.01,0.001,-0.005,-0.015
'0:09.108',-0.047,0.015,0.012,0.007,0.004,-0.002
'0:09.109',-0.05,0.014,0.015,0.011,0.011,0.01
'0:09.110',-0.052,0.014,0.015,0.013,0.016,0.02
'0:09.111',-0.052,0.015,0.016,0.015,0.02,0.027
'0:09.112',-0.051,0.016,0.016,0.016,0.021,0.031
'0:09.113',-0.051,0.017,0.015,0.014,0.019,0.031
'0:09.114',-0.052,0.017,0.012,0.011,0.013,0.025
'0:09.115',-0.052,0.015,0.008,0.005,0.005,0.016
'0:09.116',-0.054,0.011,0.003,-0.003,-0.006,0.002
'0:09.117',-0.057,0.007,-0.002,-0.011,-0.017,-0.015
'0:09.118',-0.055,0.004,-0.007,-0.018,-0.028,-0.032
'0:09.119',-0.052,0.001,-0.011,-0.023,-0.037,-0.047
'0:09.120',-0.046,-0.001,-0.013,-0.027,-0.044,-0.059
'0:09.121',-0.041,-0.005,-0.016,-0.03,-0.05,-0.068
'0:09.122',-0.041,-0.01,-0.02,-0.032,-0.052,-0.073
'0:09.123',-0.038,-0.015,-0.021,-0.033,-0.051,-0.073
'0:09.124',-0.032,-0.018,-0.021,-0.031,-0.048,-0.069
'0:09.125',-0.032,-0.022,-0.018,-0.026,-0.039,-0.059
'0:09.126',-0.032,-0.022,-0.014,-0.019,-0.029,-0.046
'0:09.127',-0.028,-0.022,-0.008,-0.011,-0.017,-0.032
'0:09.128',-0.03,-0.022,-0.004,-0.004,-0.006,-0.016
'0:09.129',-0.03,-0.02,0.001,0.003,0.003,-0.001
'0:09.130',-0.027,-0.017,0.005,0.008,0.01,0.01
'0:09.131',-0.028,-0.013,0.008,0.013,0.015,0.02
'0:09.132',-0.031,-0.008,0.011,0.017,0.017,0.024
'0:09.133',-0.034,-0.003,0.011,0.017,0.017,0.025
'0:09.134',-0.036,-0.001,0.01,0.014,0.014,0.021
'0:09.135',-0.031,0.001,0.006,0.01,0.006,0.014
'0:09.136',-0.032,0.002,0.002,0.003,-0.002,0.002
'0:09.137',-0.037,0.004,-0.001,-0.004,-0.013,-0.012
'0:09.138',-0.039,0.008,-0.004,-0.01,-0.022,-0.027
'0:09.139',-0.042,0.01,-0.006,-0.014,-0.031,-0.041
'0:09.140',-0.042,0.012,-0.007,-0.017,-0.038,-0.051
'0:09.141',-0.038,0.011,-0.009,-0.02,-0.042,-0.059
'0:09.142',-0.037,0.008,-0.011,-0.022,-0.045,-0.063
'0:09.143',-0.036,0.004,-0.012,-0.021,-0.043,-0.063
'0:09.144',-0.034,0.001,-0.011,-0.018,-0.038,-0.056
'0:09.145',-0.034,-0.001,-0.009,-0.012,-0.028,-0.046
'0:09.146',-0.037,-0.002,-0.004,-0.006,-0.016,-0.033
'0:09.147',-0.038,-0.003,0.001,0.002,-0.005,-0.017
'0:09.148',-0.041,-0.004,0.005,0.008,0.006,-0.002
'0:09.149',-0.046,-0.006,0.009,0.014,0.015,0.012
'0:09.150',-0.046,-0.006,0.012,0.018,0.022,0.023
'0:09.151',-0.042,-0.003,0.015,0.022,0.027,0.031
'0:09.152',-0.036,-0.001,0.017,0.025,0.029,0.036
'0:09.153',-0.031,0.003,0.017,0.025,0.029,0.036
'0:09.154',-0.033,0.004,0.016,0.023,0.024,0.031
'0:09.155',-0.031,0.006,0.012,0.017,0.016,0.022
'0:09.156',-0.026,0.008,0.008,0.011,0.005,0.01
'0:09.157',-0.025,0.01,0.003,0.005,-0.006,-0.006
'0:09.158',-0.022,0.012,-0.001,-0.002,-0.016,-0.02
'0:09.159',-0.021,0.015,-0.003,-0.006,-0.024,-0.033
'0:09.160',-0.019,0.016,-0.005,-0.009,-0.029,-0.044
'0:09.161',-0.015,0.016,-0.006,-0.011,-0.032,-0.052
'0:09.162',-0.019,0.015,-0.007,-0.011,-0.033,-0.056
'0:09.163',-0.022,0.014,-0.006,-0.011,-0.031,-0.055
'0:09.164',-0.022,0.013,-0.003,-0.008,-0.027,-0.051
'0:09.165',-0.028,0.014,0.002,-0.001,-0.019,-0.041
'0:09.166',-0.031,0.015,0.008,0.005,-0.008,-0.027
'0:09.167',-0.026,0.015,0.014,0.013,0.005,-0.012
'0:09.168',-0.022,0.015,0.019,0.019,0.015,0.005
'0:09.169',-0.022,0.015,0.022,0.026,0.025,0.021
'0:09.170',-0.021,0.014,0.025,0.031,0.031,0.034
'0:09.171',-0.017,0.015,0.027,0.034,0.037,0.044
'0:09.172',-0.012,0.015,0.027,0.036,0.039,0.051
'0:09.173',-0.014,0.016,0.027,0.035,0.038,0.051
'0:09.174',-0.015,0.016,0.024,0.032,0.033,0.047
'0:09.175',-0.012,0.015,0.02,0.025,0.025,0.038
'0:09.176',-0.016,0.015,0.013,0.017,0.015,0.024
'0:09.177',-0.022,0.016,0.007,0.011,0.004,0.008
'0:09.178',-0.017,0.017,0.003,0.006,-0.007,-0.006
'0:09.179',-0.015,0.019,0,0.003,-0.015,-0.018
'0:09.180',-0.017,0.02,-0.002,0,-0.021,-0.027
'0:09.181',-0.021,0.02,-0.004,0,-0.024,-0.033
'0:09.182',-0.022,0.019,-0.005,0,-0.025,-0.036
'0:09.183',-0.021,0.018,-0.004,0.001,-0.022,-0.035
'0:09.184',-0.016,0.017,-0.001,0.005,-0.019,-0.031
'0:09.185',-0.019,0.017,0.005,0.01,-0.012,-0.023
'0:09.186',-0.019,0.018,0.011,0.017,-0.002,-0.013
'0:09.187',-0.017,0.017,0.017,0.025,0.008,-0.001
'0:09.188',-0.018,0.017,0.021,0.03,0.018,0.013
'0:09.189',-0.022,0.015,0.025,0.036,0.028,0.026
'0:09.190',-0.027,0.013,0.027,0.039,0.035,0.037
'0:09.191',-0.028,0.013,0.029,0.041,0.039,0.044
'0:09.192',-0.027,0.015,0.03,0.042,0.04,0.048
'0:09.193',-0.032,0.016,0.03,0.039,0.038,0.046
'0:09.194',-0.036,0.017,0.027,0.036,0.032,0.041
'0:09.195',-0.033,0.017,0.022,0.03,0.025,0.03
'0:09.196',-0.031,0.017,0.016,0.022,0.014,0.016
'0:09.197',-0.031,0.017,0.011,0.016,0.002,-0.001
'0:09.198',-0.029,0.018,0.007,0.01,-0.008,-0.017
'0:09.199',-0.03,0.019,0.004,0.005,-0.018,-0.031
'0:09.200',-0.032,0.019,0.002,0.001,-0.025,-0.042
'0:09.201',-0.033,0.017,-0.001,-0.002,-0.029,-0.051
'0:09.202',-0.035,0.015,-0.005,-0.005,-0.031,-0.053
'0:09.203',-0.033,0.013,-0.006,-0.005,-0.03,-0.052
'0:09.204',-0.031,0.011,-0.005,-0.001,-0.026,-0.046
'0:09.205',-0.033,0.011,-0.001,0.003,-0.018,-0.037
'0:09.206',-0.034,0.011,0.004,0.01,-0.007,-0.024
'0:09.207',-0.03,0.012,0.011,0.017,0.005,-0.01
'0:09.208',-0.03,0.013,0.016,0.025,0.016,0.004
'0:09.209',-0.033,0.013,0.021,0.031,0.025,0.016
'0:09.210',-0.033,0.015,0.025,0.037,0.031,0.026
'0:09.211',-0.036,0.017,0.027,0.041,0.036,0.034
'0:09.212',-0.039,0.022,0.03,0.044,0.037,0.039
'0:09.213',-0.04,0.026,0.031,0.045,0.036,0.039
'0:09.214',-0.038,0.029,0.029,0.042,0.032,0.034
'0:09.215',-0.03,0.03,0.025,0.038,0.025,0.026
'0:09.216',-0.03,0.029,0.021,0.032,0.015,0.015
'0:09.217',-0.037,0.028,0.015,0.024,0.005,0
'0:09.218',-0.035,0.027,0.011,0.016,-0.006,-0.014
'0:09.219',-0.033,0.026,0.007,0.01,-0.014,-0.026
'0:09.220',-0.038,0.025,0.005,0.005,-0.021,-0.036
'0:09.221',-0.04,0.024,0.004,0.002,-0.024,-0.042
'0:09.222',-0.04,0.023,0.003,0.001,-0.025,-0.045
'0:09.223',-0.033,0.022,0.004,0.002,-0.022,-0.044
'0:09.224',-0.025,0.021,0.006,0.006,-0.018,-0.039
'0:09.225',-0.026,0.021,0.01,0.011,-0.01,-0.031
'0:09.226',-0.027,0.021,0.015,0.017,-0.001,-0.019
'0:09.227',-0.025,0.019,0.018,0.025,0.011,-0.004
'0:09.228',-0.023,0.016,0.021,0.031,0.021,0.011
'0:09.229',-0.022,0.013,0.023,0.034,0.03,0.024
'0:09.230',-0.017,0.011,0.025,0.037,0.036,0.035
'0:09.231',-0.017,0.011,0.026,0.039,0.041,0.043
'0:09.232',-0.017,0.013,0.026,0.041,0.042,0.047
'0:09.233',-0.02,0.015,0.025,0.041,0.041,0.048
'0:09.234',-0.022,0.016,0.022,0.037,0.036,0.044
'0:09.235',-0.021,0.016,0.02,0.033,0.028,0.036
'0:09.236',-0.023,0.016,0.015,0.028,0.019,0.025
'0:09.237',-0.031,0.016,0.011,0.021,0.009,0.011
'0:09.238',-0.035,0.017,0.007,0.015,0.001,-0.002
'0:09.239',-0.033,0.017,0.006,0.01,-0.008,-0.016
'0:09.240',-0.035,0.018,0.004,0.006,-0.014,-0.028
'0:09.241',-0.037,0.017,0.002,0.003,-0.019,-0.037
'0:09.242',-0.042,0.016,0.002,0.001,-0.021,-0.044
'0:09.243',-0.045,0.015,0.001,0,-0.021,-0.046
'0:09.244',-0.047,0.016,0.003,0.002,-0.019,-0.044
'0:09.245',-0.052,0.016,0.007,0.006,-0.012,-0.036
'0:09.246',-0.052,0.018,0.012,0.011,-0.003,-0.024
'0:09.247',-0.049,0.02,0.016,0.018,0.007,-0.01
'0:09.248',-0.049,0.021,0.021,0.024,0.018,0.006
'0:09.249',-0.052,0.021,0.024,0.028,0.026,0.02
'0:09.250',-0.051,0.022,0.026,0.031,0.032,0.031
'0:09.251',-0.051,0.023,0.027,0.035,0.036,0.037
'0:09.252',-0.051,0.026,0.029,0.036,0.038,0.041
'0:09.253',-0.05,0.028,0.029,0.036,0.036,0.04
'0:09.254',-0.05,0.032,0.027,0.034,0.031,0.034
'0:09.255',-0.047,0.034,0.025,0.029,0.022,0.026
'0:09.256',-0.049,0.036,0.02,0.023,0.012,0.012
'0:09.257',-0.05,0.038,0.015,0.015,0.001,-0.003
'0:09.258',-0.04,0.039,0.01,0.009,-0.01,-0.018
'0:09.259',-0.032,0.04,0.006,0.002,-0.019,-0.032
'0:09.260',-0.031,0.037,0.002,-0.003,-0.026,-0.043
'0:09.261',-0.032,0.032,-0.001,-0.008,-0.032,-0.051
'0:09.262',-0.035,0.026,-0.003,-0.011,-0.035,-0.055
'0:09.263',-0.031,0.019,-0.004,-0.011,-0.034,-0.055
'0:09.264',-0.025,0.013,-0.002,-0.008,-0.029,-0.05
'0:09.265',-0.027,0.01,0.001,-0.002,-0.021,-0.042
'0:09.266',-0.032,0.008,0.006,0.006,-0.011,-0.029
'0:09.267',-0.033,0.006,0.012,0.014,0.002,-0.015
'0:09.268',-0.034,0.004,0.017,0.023,0.015,0.001
'0:09.269',-0.031,0.003,0.021,0.03,0.026,0.016
'0:09.270',-0.03,0.001,0.023,0.034,0.034,0.028
'0:09.271',-0.03,0.002,0.025,0.038,0.04,0.037
'0:09.272',-0.027,0.003,0.026,0.039,0.042,0.042
'0:09.273',-0.026,0.004,0.025,0.037,0.041,0.042
'0:09.274',-0.025,0.004,0.022,0.033,0.035,0.037
'0:09.275',-0.02,0.005,0.016,0.025,0.025,0.027
'0:09.276',-0.017,0.004,0.01,0.016,0.012,0.013
'0:09.277',-0.021,0.004,0.003,0.006,-0.001,-0.003
'0:09.278',-0.021,0.004,-0.001,-0.001,-0.012,-0.019
'0:09.279',-0.018,0.005,-0.006,-0.008,-0.022,-0.034
'0:09.280',-0.017,0.005,-0.01,-0.012,-0.029,-0.046
'0:09.281',-0.02,0.005,-0.012,-0.015,-0.034,-0.055
'0:09.282',-0.021,0.004,-0.012,-0.017,-0.037,-0.06
'0:09.283',-0.018,0.004,-0.012,-0.016,-0.036,-0.06
'0:09.284',-0.016,0.005,-0.009,-0.011,-0.031,-0.055
'0:09.285',-0.015,0.006,-0.003,-0.006,-0.022,-0.044
'0:09.286',-0.015,0.008,0.003,0.003,-0.011,-0.03
'0:09.287',-0.011,0.01,0.009,0.012,0.001,-0.014
'0:09.288',-0.007,0.009,0.012,0.018,0.012,0.001
'0:09.289',-0.002,0.007,0.015,0.023,0.021,0.015
'0:09.290',0.006,0.004,0.015,0.025,0.027,0.024
'0:09.291',0.007,0.003,0.014,0.025,0.029,0.031
'0:09.292',0.009,-0.001,0.011,0.025,0.029,0.032
'0:09.293',0.013,-0.004,0.007,0.021,0.025,0.03
'0:09.294',0.017,-0.006,0.001,0.016,0.019,0.025
'0:09.295',0.02,-0.01,-0.006,0.01,0.01,0.016
'0:09.296',0.017,-0.012,-0.012,0.001,-0.001,0.005
'0:09.297',0.013,-0.012,-0.017,-0.006,-0.011,-0.008
'0:09.298',0.01,-0.011,-0.021,-0.011,-0.02,-0.021
'0:09.299',0.01,-0.008,-0.022,-0.015,-0.028,-0.032
'0:09.300',0.01,-0.006,-0.023,-0.017,-0.032,-0.039
'0:09.301',0.006,-0.005,-0.023,-0.018,-0.035,-0.044
'0:09.302',0.003,-0.004,-0.022,-0.017,-0.034,-0.047
'0:09.303',0.005,-0.004,-0.02,-0.014,-0.03,-0.045
'0:09.304',0.007,-0.004,-0.016,-0.01,-0.024,-0.04
'0:09.305',0.002,-0.001,-0.01,-0.002,-0.015,-0.031
'0:09.306',-0.002,-0.001,-0.004,0.006,-0.004,-0.017
'0:09.307',-0.001,0.001,0.002,0.014,0.007,-0.004
'0:09.308',-0.001,0.003,0.007,0.02,0.017,0.011
'0:09.309',-0.003,0.003,0.011,0.024,0.024,0.022
'0:09.310',-0.005,0.003,0.012,0.026,0.028,0.032
'0:09.311',-0.01,0.004,0.013,0.026,0.03,0.038
'0:09.312',-0.016,0.004,0.013,0.025,0.031,0.04
'0:09.313',-0.019,0.004,0.012,0.022,0.027,0.038
'0:09.314',-0.022,0.003,0.009,0.016,0.021,0.032
'0:09.315',-0.028,0.001,0.003,0.01,0.012,0.022
'0:09.316',-0.035,-0.001,-0.003,0.003,0,0.008
'0:09.317',-0.037,-0.001,-0.009,-0.005,-0.011,-0.007
'0:09.318',-0.033,0,-0.014,-0.011,-0.022,-0.023
'0:09.319',-0.026,0.001,-0.016,-0.015,-0.031,-0.036
'0:09.320',-0.024,0.001,-0.019,-0.018,-0.038,-0.048
'0:09.321',-0.021,0,-0.021,-0.021,-0.041,-0.056
'0:09.322',-0.013,-0.001,-0.023,-0.023,-0.042,-0.061
'0:09.323',-0.008,-0.004,-0.025,-0.023,-0.041,-0.061
'0:09.324',-0.005,-0.007,-0.022,-0.021,-0.036,-0.056
'0:09.325',-0.006,-0.008,-0.02,-0.017,-0.029,-0.047
'0:09.326',-0.002,-0.01,-0.016,-0.011,-0.019,-0.034
'0:09.327',0.002,-0.01,-0.011,-0.005,-0.009,-0.02
'0:09.328',0.001,-0.011,-0.007,0.001,0,-0.006
'0:09.329',-0.001,-0.013,-0.005,0.005,0.008,0.007
'0:09.330',-0.004,-0.012,-0.002,0.008,0.013,0.017
'0:09.331',-0.007,-0.01,0,0.011,0.018,0.024
'0:09.332',-0.01,-0.006,0.002,0.012,0.019,0.027
'0:09.333',-0.01,-0.002,0.003,0.012,0.017,0.027
'0:09.334',-0.011,0.003,0.003,0.011,0.013,0.024
'0:09.335',-0.013,0.006,0.002,0.007,0.006,0.016
'0:09.336',-0.019,0.01,0,0.003,-0.002,0.006
'0:09.337',-0.016,0.012,-0.002,-0.003,-0.011,-0.008
'0:09.338',-0.011,0.014,-0.004,-0.007,-0.018,-0.022
'0:09.339',-0.016,0.016,-0.006,-0.011,-0.025,-0.034
'0:09.340',-0.029,0.017,-0.007,-0.014,-0.029,-0.044
'0:09.341',-0.04,0.017,-0.008,-0.017,-0.033,-0.051
'0:09.342',-0.047,0.016,-0.009,-0.019,-0.035,-0.055
'0:09.343',-0.05,0.016,-0.007,-0.019,-0.032,-0.056
'0:09.344',-0.052,0.016,-0.004,-0.015,-0.029,-0.052
'0:09.345',-0.06,0.017,0.002,-0.009,-0.022,-0.044
'0:09.346',-0.062,0.019,0.009,-0.001,-0.012,-0.033
'0:09.347',-0.06,0.021,0.014,0.006,-0.002,-0.019
'0:09.348',-0.067,0.022,0.018,0.012,0.008,-0.005
'0:09.349',-0.071,0.021,0.021,0.016,0.015,0.009
'0:09.350',-0.068,0.019,0.022,0.018,0.02,0.02
'0:09.351',-0.068,0.019,0.023,0.019,0.023,0.027
'0:09.352',-0.071,0.019,0.023,0.019,0.024,0.029
'0:09.353',-0.073,0.02,0.022,0.017,0.022,0.027
'0:09.354',-0.071,0.02,0.019,0.013,0.018,0.021
'0:09.355',-0.063,0.019,0.015,0.008,0.009,0.011
'0:09.356',-0.063,0.018,0.01,0.001,-0.001,-0.002
'0:09.357',-0.07,0.019,0.004,-0.008,-0.013,-0.017
'0:09.358',-0.067,0.02,-0.001,-0.014,-0.023,-0.031
'0:09.359',-0.066,0.021,-0.004,-0.019,-0.032,-0.044
'0:09.360',-0.064,0.022,-0.006,-0.023,-0.038,-0.053
